85	0	1	4	71	93	1000	3007	100004	100005	100008	100012
"[""Grey Crag [Sleddale Fell]"", ""Grey Crag"", ""Grey Crag"", ""Grey Crag"", ""Grey Crag"", ""Grey Crag [Sleddale Fell]"", ""Grey Crag"", 2093.0, 2093.0, ""Grey Crag"", ""Grey Crag"", ""Grey Crag"", NaN]"	"[""2,093"", 2093, ""2,093"", 2093, ""12"", 2093, 2093.0, 2093.0, NaN]"	[638, 638, 638, 638, 638.0, 638.0, 638.0]	"[""SE"", ""FE""]"	[118, 118, 118, 118.0, 80.0, 1.0]	"[""NY497072"", ""NY 497 072"", ""NY 497 072"", ""NY 49721 07185"", ""NY497072"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	12	122.0	118.0	A Longsleddale Round 	
"[""Rossett Pike"", ""Rossett Pike"", ""Rossett Pike"", ""Rossett Pike"", ""Rossett Pike"", ""Rossett Pike"", ""Rossett Pike"", 2133.0, 2136.0, ""Rossett Pike"", ""Rossett Pike"", ""Rosset Pike"", NaN]"	"[""2,106"", 2136, ""2,106"", 2136, ""123"", 2136, 2136.0, 2132.0, NaN]"	[642, 651, 642, 651, 650.0, 651.0, 651.0]	"[""SW"", ""S""]"	[115, 117, 117, 115.0, 164.0, 1.0]	"[""NY249075"", ""NY 198 202"", ""NY 198 202"", ""NY 24920 07565"", ""NY249075"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	123	118.0	115.0	Peak-bagging from Langdale	
"[""Little Hart Crag West Top"", ""Little Hart Crag"", ""Little Hart Crag"", ""Little Hart Crag"", ""Little Hart Crag"", ""Little Hart Crag West Top"", ""Little Hart Crag"", 2090.0, 2090.0, ""Little Hart Crag"", ""Little Hart Crag"", ""Little Hart Crag"", NaN]"	"[""2,091"", ""2,091"", 2090, 2090, ""1"", 2090, 2090.0, 2089.0, NaN]"	[637, 637, 637, 637, 637.0, 637.0, 637.0]	"[""NE"", ""E""]"	[119, 120, 119, 120.0, 128.0, 1.0]	"[""NY 423 240"", ""NY387100"", ""NY 423 240"", ""NY 38734 10028"", ""NY387100"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	1	124.0	120.0	Red Screes and Hart Crag & Red Screes and Dove Crag	
"[""Grey Knotts"", ""Grey Knotts"", ""Grey Knotts"", ""Grey Knotts"", ""Grey Knotts"", ""Grey Knotts"", ""Grey Knotts"", 2287.0, 2287.0, ""Grey Knotts"", ""Grey Knotts"", ""Grey Knotts"", NaN]"	"[""2,287"", 2287, ""2,287"", ""123"", 2287, 2287, 2287.0, 2287.0, NaN]"	[697, 697, 697, 697, 697.0, 697.0, 697.0]	"[""NW"", ""W""]"	[91, 90, 90, 91.0, 82.0, 1.0]	"[""NY217125"", ""NY 217 126"", ""NY 217 126"", ""NY 21731 12567"", ""NY217125"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	123	94.0	91.0		
"[""Blencathra"", ""Blencathra"", ""Blencathra - Hallsfell Top"", ""Blencathra"", ""Blencathra"", ""Blencathra - Hallsfell Top"", ""Blencathra"", 2848.0, 2848.0, ""Blencathra"", ""Blencathra"", ""Blencathra"", ""Blencathra""]"	"[""2,847"", ""2,847"", 2848, 2848, ""12"", 2848, 2848.0, 2847.0, 2847.0]"	[868, 868, 868, 868, 868.0, 868.0, 868.0]	"[""NE"", ""N""]"	[14, 14, 14, 14.0, 20.0, 1.0]	"[""NY 323 277"", ""NY323277"", ""NY 323 277"", ""NY 32345 27712"", ""NY323277"", 867.0]"	"[""The Northern Fells"", NaN, ""N Fells""]"	12	17.0	14.0	Blencathra (Hall's Fell) & Blencathra (Sharp Edge)	NY 323277
"[""The Nab"", ""Nab, The"", ""The Nab"", ""Nab,The"", ""Nab,The"", ""The Nab"", ""Nab, The"", 1890.0, 1890.0, ""The Nab"", ""The Nab"", ""The Nab"", NaN]"	"[""1,887"", 1890, ""1,887"", 1890, ""-"", 1890, 1890.0, 1889.0, NaN]"	[575, 576, 575, 576, 576.0, 576.0, 576.0]	"[""NE"", ""FE""]"	[137, 137, 137, 137.0, 147.0, 1.0]	"[""NY434152"", ""NY 211 214"", ""NY 211 214"", ""NY 43423 15194"", ""NY434152"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	-	146.0	139.0	Beda Fell and The Nab	
"[""Sail"", ""Sail"", ""Sail"", ""Sail"", ""Sail"", ""Sail"", ""Sail"", 2536.0, 2536.0, ""Sail"", ""Sail"", ""Sail"", NaN]"	"[""2,530"", 2536, ""2,530"", 2536, ""12"", 2536, 2536.0, 2536.0, NaN]"	[771, 773, 771, 773, 773.0, 773.0, 773.0]	"[""NW"", ""NW""]"	[51, 52, 52, 51.0, 166.0, 1.0]	"[""NY198202"", ""NY 436 040"", ""NY 436 040"", ""NY 19820 20276"", ""NY198202"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	12	53.0	50.0	A Coledale Round	
"[""Red Pike (Wasdale)"", ""Red Pike (Wasdale)"", ""Red Pike (Wasdale)"", ""Red Pike (Wasdale)"", ""Red Pike (Wasdale)"", ""Red Pike (Wasdale)"", ""Red Pike (Wasdale)"", 2710.0, 2710.0, ""Red Pike (Wasdale)"", ""Red Pike (Wasdale)"", ""Red Pike (Wasdale)"", NaN]"	"[""2,707"", ""2,707"", 2710, 2710, ""12"", 2710, 2710.0, 2709.0, NaN]"	[825, 825, 826, 826, 826.0, 826.0, 826.0]	"[""NW"", ""W""]"	[26, 26, 26, 26.0, 160.0, 1.0]	"[""NY 433 137"", ""NY165106"", ""NY 433 137"", ""NY 16530 10610"", ""NY165106"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	12	29.0	26.0	A Netherbeck Round & Great Gable, Pillar and Red Pike	
"[""Robinson"", ""Robinson"", ""Robinson"", ""Robinson"", ""Robinson"", ""Robinson"", ""Robinson"", 2418.0, 2418.0, ""Robinson"", ""Robinson"", ""Robinson"", ""Robinson""]"	"[""2,417"", 2418, ""2,417"", 2418, ""1234"", 2418, 2418.0, 2417.0, 2417.0]"	[737, 737, 737, 737, 737.0, 737.0, 737.0]	"[""NW"", ""NW""]"	[67, 67, 67, 67.0, 163.0, 1.0]	"[""NY201168"", ""NY 257 124"", ""NY 257 124"", ""NY 20183 16876"", ""NY201168"", 736.0]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	1234	70.0	67.0	Dale Head and Robinson & Robinson and Dale Head	NY 202168
"[""Arthur's Pike"", ""Arthur's Pike"", ""Arthur's Pike"", ""Arthur?s Pike"", ""Arthur's Pike"", ""Arthur's Pike"", ""Arthur's Pike"", 1745.0, 1749.0, ""Arthur?s Pike"", ""Arthur's Pike"", ""Arthur's Pike"", NaN]"	"[""1,747"", ""1,747"", 1749, 1749, ""-"", 1749, 1749.0, 1745.0, NaN]"	[532, 532, 533, 533, 532.0, 533.0, 533.0]	"[""NE"", ""FE""]"	[157, 157, 157, 157.0, 6.0, 1.0]	"[""NY 461 206"", ""NY461207"", ""NY 461 206"", ""NY 46076 20677"", ""NY461207"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	-	167.0	157.0		
"[""Sale Fell"", ""Sale Fell"", ""Sale Fell"", ""Sale Fell"", ""Sale Fell"", ""Sale Fell"", ""Sale Fell"", 1178.0, 1165.0, ""Sale Fell"", ""Sale Fell"", ""Sale Fell"", NaN]"	"[""1,170"", 1165, ""1,170"", 1178, ""-"", 1178, 1178.0, 1177.0, NaN]"	[357, 355, 357, 359, 359.0, 355.0, 359.0]	"[""NW"", ""NW""]"	[209, 208, 208, 209.0, 168.0, 1.0]	"[""NY195297"", ""NY 215 072"", ""NY 215 072"", ""NY 19443 29659"", ""NY195297"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	-	232.0	208.0		
"[""White Side"", ""White Side"", ""White Side"", ""White Side"", ""White Side"", ""White Side"", ""White Side"", 2831.0, 2831.0, ""White Side"", ""White Side"", ""White Side"", NaN]"	"[""2,832"", ""2,832"", 2831, 2831, ""1"", 2831, 2831.0, 2831.0, NaN]"	[863, 863, 863, 863, 863.0, 863.0, 863.0]	"[""NE"", ""E""]"	[16, 16, 16, 16.0, 210.0, 1.0]	"[""NY 337 167"", ""NY337166"", ""NY 337 167"", ""NY 33780 16663"", ""NY337166"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	1	19.0	16.0	Helvellyn and Great Dodd & Helvellyn and Sheffield Pike	
"[""Arnison Crag"", ""Arnison Crag"", ""Arnison Crag"", ""Arnison Crag"", ""Arnison Crag"", ""Arnison Crag"", ""Arnison Crag"", 1421.0, 1421.0, ""Arnison Crag"", ""Arnison Crag"", ""Arnison Crag"", NaN]"	"[""1,424"", 1421, ""1,424"", 1421, ""1"", 1421, 1421.0, 1420.0, NaN]"	[434, 433, 434, 433, 433.0, 433.0, 433.0]	"[""NE"", ""E""]"	[194, 194, 194, 194.0, 5.0, 1.0]	"[""NY393150"", ""NY 394 150"", ""NY 394 150"", ""NY 39359 14968"", ""NY393150"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	1	211.0	194.0		
"[""Rannerdale Knotts"", ""Rannerdale Knotts"", ""Rannerdale Knotts"", ""Rannerdale Knotts"", ""Rannerdale Knotts"", ""Rannerdale Knotts"", ""Rannerdale Knotts"", 1165.0, 1165.0, ""Rannerdale Knotts"", ""Rannerdale Knotts"", ""Rannerdale Knotts"", NaN]"	"[""1,160"", ""1,160"", 1165, 1165, ""-"", 1165, 1165.0, 1164.0, NaN]"	[354, 354, 355, 355, 355.0, 355.0, 355.0]	"[""NW"", ""NW""]"	[210, 210, 210, 210.0, 157.0, 1.0]	"[""NY 160 154"", ""NY167183"", ""NY 160 154"", ""NY 16730 18251"", ""NY167183"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	-	233.0	209.0	A Gasgale Round variation	
"[""Thunacar Knott"", ""Thunacar Knott"", ""Thunacar Knott"", ""Thunacar Knott"", ""Thunacar Knott"", ""Thunacar Knott"", ""Thunacar Knott"", 2372.0, 2372.0, ""Thunacar Knott"", ""Thunacar Knott"", ""Thunacar Knott"", NaN]"	"[""2,351"", ""2,351"", 2372, ""123456789"", 2372, 2372, 2372.0, 2372.0, NaN]"	[717, 717, 723, 723, 723.0, 723.0, 723.0]	"[""SW"", ""C""]"	[76, 76, 76, 76.0, 198.0, 1.0]	"[""NY 279 080"", ""NY279079"", ""NY 279 080"", ""NY 27967 07990"", ""NY279079"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	123456789	79.0	76.0	Langdale Pikes and Sergeant Man	
"[""Swirl How"", ""Swirl How"", ""Swirl How"", ""Swirl How"", ""Swirl How"", ""Swirl How"", ""Swirl How"", 2631.0, 2631.0, ""Swirl How"", ""Swirl How"", ""Swirl How"", NaN]"	"[""2,630"", ""2,630"", 2631, ""1234"", 2631, 2631, 2631.0, 2631.0, NaN]"	[802, 802, 802, 802, 802.0, 802.0, 802.0]	"[""SW"", ""S""]"	[34, 33, 34, 33.0, 194.0, 1.0]	"[""NY 488 078"", ""NY272005"", ""NY 488 078"", ""NY 27282 00551"", ""NY272005"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	1234	36.0	33.0	Coniston Fells I & Coniston Fells II	
